,SOURCE,YEAR,COUNTR,REGION,ADMIN_LEVEL,GAUL_AD0,GAUL_AD1,X,Y,DEN1,DEN2,DEN3,DEN4,N_TYPES
738,DE_4965.pdf,1981,China,Asia,1,53,925,120.965191,23.746532,0,1,0,0,1
739,DE_4792.pdf,1982,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,1
740,DE_4792.pdf,1983,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,1
741,DE_4792.pdf,1984,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,1
742,DE_4792.pdf,1985,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,1
743,DE_4792.pdf,1986,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,1
744,DE_5111.pdf,1987,China,Asia,1,53,925,120.970251,23.746532,1,1,0,0,2
745,DE_5111.pdf,1988,China,Asia,1,53,925,120.970251,23.746532,1,1,0,0,2
746,DE_959.pdf,1989,China,Asia,1,53,925,120.970251,23.865967,1,1,0,0,2
747,DE_4792.pdf,1990,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,2
748,DE_351.pdf,1991,China,Asia,1,53,925,120.965191,23.746532,0,1,0,0,2
749,DE_4792.pdf,1992,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,2
750,DE_4792.pdf,1993,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,2
751,DE_4792.pdf,1994,China,Asia,1,53,925,120.970251,23.746532,1,1,1,0,3
752,DE_2435.pdf,1995,China,Asia,1,53,925,120.965191,23.746532,1,1,1,0,3
753,DE_4792.pdf,1996,China,Asia,1,53,925,120.370302,22.341979,0,1,0,0,3
754,DE_4792.pdf,1997,China,Asia,1,53,925,120.970251,23.742981,1,1,0,0,3
755,DE_1123.pdf,1998,China,Asia,1,53,925,120.970251,23.746532,1,1,1,0,3
756,DE_4792.pdf,1999,China,Asia,1,53,925,120.970251,23.746532,0,1,1,0,3
757,DE_2026.pdf,2000,China,Asia,1,53,925,120.970251,23.742981,0,1,1,1,4
758,DE_4792.pdf,2001,China,Asia,1,53,925,120.970251,23.746532,0,1,1,0,4
759,DE_3262.pdf,2002,China,Asia,1,53,925,120.970251,23.746532,1,1,1,1,4
760,DE_4879.pdf,2003,Taiwan,Asia,1,53,925,120.970251,23.742981,0,1,1,0,4
761,DE_16198.pd,2004,China,Asia,1,53,925,120.970251,23.742981,0,1,1,0,4
762,DE_16198.pd,2005,China,Asia,1,53,925,120.970251,23.746532,0,1,1,0,4
763,DE_15327.pd,2006,China,Asia,1,53,925,120.970251,23.746532,0,1,1,0,4
764,DE_16198.pd,2007,China,Asia,1,53,925,120.970251,23.742981,1,1,1,0,4
765,DE_16162.pd,2008,China,Asia,1,53,925,121.566539,25.093372,1,1,0,0,4
766,DE_16162.pd,2009,China,Asia,1,53,925,121.36905,25.060877,1,1,1,0,4
767,DE_16162.pd,2010,China,Asia,1,53,925,120.970251,23.746532,1,1,1,1,4
768,DE_15307.pd,2004,China,Asia,1,53,930,120.069398,29.193147,1,0,0,0,1
769,DE_16123.pd,2009,China,Asia,1,53,930,120.221579,29.331604,0,0,1,0,2
770,DE_16143.pd,1999,Colombia,Americas,1,57,934,-71.503198,-1.551983,1,0,0,0,1
771,DE_15074.pd,2000,Colombia,Americas,1,57,935,-75.592279,6.911041,0,1,0,0,1
772,DE_15074.pd,2001,Colombia,Americas,1,57,935,-75.592279,6.911041,0,1,0,0,1
773,DE_15074.pd,2002,Colombia,Americas,1,57,935,-75.592279,6.911041,0,1,0,0,1
774,FJ024477,2004,Colombia,Americas,1,57,935,-75.636462,6.265197,0,1,0,0,1
775,DE_15237.pd,2005,Colombia,Americas,1,57,935,-75.592279,6.911041,1,1,1,0,3
776,DE_15075.pd,2006,Colombia,Americas,1,57,935,-75.592279,6.911041,1,1,1,0,3
777,DE_15075.pd,2007,Colombia,Americas,1,57,935,-75.592279,6.911041,1,1,1,0,3
778,DE_16143.pd,1998,Colombia,Americas,1,57,936,-70.954618,6.547833,1,0,0,0,1
779,DE_16143.pd,1978,Colombia,Americas,1,57,937,-74.903587,10.719872,1,0,0,0,1
780,DE_16106.pd,2007,Colombia,Americas,1,57,937,-74.770271,10.985957,1,1,1,1,4
781,DE_2942.pdf,1995,Colombia,Americas,1,57,938,-74.828582,9.58704,0,1,0,0,1
782,DE_16143.pd,2000,Colombia,Americas,1,57,942,-73.986054,0.776002,1,0,0,0,1
783,DE_16143.pd,2003,Colombia,Americas,1,57,942,-73.986054,0.776002,1,0,1,0,2
784,DE_16143.pd,1997,Colombia,Americas,1,57,943,-71.622888,5.368558,1,0,0,0,1
785,DE_16143.pd,1998,Colombia,Americas,1,57,943,-71.622888,5.368558,1,0,0,0,1
786,DE_2920.pdf,1995,Colombia,Americas,1,57,945,-73.536073,9.518278,1,1,0,1,3
787,DE_16143.pd,2000,Colombia,Americas,1,57,945,-73.536073,9.518278,1,0,0,0,3
788,DE_16143.pd,1979,Colombia,Americas,1,57,946,-76.970178,5.988521,1,0,0,0,1
789,DE_2920.pdf,1995,Colombia,Americas,1,57,947,-75.799766,8.350773,1,1,0,1,3
790,DE_16143.pd,1998,Colombia,Americas,1,57,948,-74.070282,4.764666,1,0,0,0,1
791,DE_4832.pdf,2004,Colombia,Americas,1,57,948,-73.957222,4.387078,1,1,1,1,4
792,DE_16143.pd,2005,Colombia,Americas,1,57,949,-68.809949,2.699795,1,0,0,0,1
793,DE_1272.pdf,1995,Colombia,Americas,1,57,950,-72.450514,11.464595,0,1,0,0,1
794,DE_16143.pd,2002,Colombia,Americas,1,57,950,-72.450514,11.464595,1,0,1,0,3
795,DE_15237.pd,2003,Colombia,Americas,1,57,950,-72.450514,11.464595,0,0,1,0,3
796,DE_15237.pd,2004,Colombia,Americas,1,57,950,-72.450514,11.464595,0,0,1,0,3
797,DE_16143.pd,1987,Colombia,Americas,1,57,951,-72.126788,1.897603,1,0,0,0,1
798,DE_16143.pd,1999,Colombia,Americas,1,57,951,-72.126788,1.897603,1,0,0,0,1
799,DE_16143.pd,2000,Colombia,Americas,1,57,951,-72.126788,1.897603,1,0,0,0,1
800,DE_16143.pd,2002,Colombia,Americas,1,57,951,-72.126788,1.897603,1,0,0,0,1
801,DE_15237.pd,2004,Colombia,Americas,1,57,951,-72.126788,1.897603,0,0,1,0,2
802,DE_15237.pd,2005,Colombia,Americas,1,57,951,-72.126788,1.897603,0,1,1,0,3
803,DE_16143.pd,1998,Colombia,Americas,1,57,952,-75.639883,2.539039,1,0,0,0,1
804,DE_2354.pdf,1969,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
805,DE_2354.pdf,1970,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
806,DE_2354.pdf,1971,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
807,DE_2354.pdf,1972,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
808,DE_2354.pdf,1973,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
809,DE_2354.pdf,1974,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
810,DE_2354.pdf,1975,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
811,DE_2354.pdf,1976,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
812,DE_2354.pdf,1977,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
813,DE_2354.pdf,1978,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
814,DE_2354.pdf,1979,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
815,DE_2354.pdf,1980,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
816,DE_2354.pdf,1981,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,1
817,DE_627.pdf,1982,Malaysia,Asia,1,153,1903,101.500239,3.27258,1,1,1,0,3
818,DE_2354.pdf,1983,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
819,DE_2354.pdf,1984,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
820,DE_2354.pdf,1985,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
821,DE_2354.pdf,1986,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
822,DE_2354.pdf,1987,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
823,DE_2354.pdf,1988,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
824,DE_2354.pdf,1989,Malaysia,Asia,1,153,1903,101.395178,3.336583,0,1,0,0,3
825,DE_2354.pdf,1990,Malaysia,Asia,1,153,1903,101.395178,3.41,0,1,0,0,3
826,DE_2354.pdf,1991,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
827,DE_2354.pdf,1992,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
828,DE_2354.pdf,1993,Malaysia,Asia,1,153,1903,101.395178,3.041086,0,1,0,0,3
829,DE_14615.pd,2004,Malaysia,Asia,1,153,1903,101.395178,3.041086,1,1,1,1,4
830,DE_4585.pdf,2005,Malaysia,Asia,1,153,1903,101.649283,3.282144,1,1,1,1,4
831,DE_2011.pdf,1973,Malaysia,Asia,1,153,1904,102.953396,4.927604,0,0,1,0,1
832,DE_627.pdf,1982,Malaysia,Asia,1,153,1904,102.953396,4.927604,1,1,1,0,3
833,DE_4585.pdf,2005,Malaysia,Asia,1,153,1904,102.953396,4.927604,1,0,0,0,3
834,DE_15305.pd,2006,Maldives,Asia,0,154,-999,72.924415,3.54971,0,1,0,0,1
835,DE_15305.pd,2007,Maldives,Asia,0,154,-999,72.924415,3.54971,0,1,0,0,1
836,DE_16040,2006,Mali,Africa,1,155,1927,-0.353781,16.953436,1,0,0,0,1
837,DE_16287,2013,Angola,Africa,1,155,1928,-8.838259,13.234985,1,0,0,0,1
838,DE_16040,2006,Mali,Africa,1,155,1930,-8.033835,13.583403,0,1,0,0,1
839,DE_16040,2006,Mali,Africa,1,155,1932,-5.477763,13.945722,0,1,0,0,1
840,DE_16040,2006,Mali,Africa,1,155,1933,-8.149821,11.183298,0,1,1,0,2
841,DE_16064.pd,2011,Marshall Islands,Asia,0,157,-999,171.3647791,7.148587,0,0,0,1,1
842,DE_16361.pd,1954,Thailand,Asia,1,240,2853,100.504418,13.748735,0,0,1,1,2
843,DE_16363.pd,1958,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
844,DE_16363.pd,1959,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
845,DE_16363.pd,1960,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
846,DE_16363.pd,1961,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
847,DE_16363.pd,1962,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,1,4
848,DE_16363.pd,1963,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,0,4
849,DE_2859.pdf,1964,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,1,4
850,DE_16364.pd,1965,Thailand,Asia,1,240,2853,100.504418,13.748735,0,1,1,0,4
851,DE_16364.pd,1966,Thailand,Asia,1,240,2853,100.504418,13.748735,1,0,1,0,4
852,DE_2170.pdf,1973,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
853,DE_4781.pdf,1974,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
854,DE_4781.pdf,1975,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
855,DE_4781.pdf,1976,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
856,DE_4781.pdf,1977,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
857,DE_4781.pdf,1978,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
858,DE_4781.pdf,1979,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
859,DE_2859.pdf,1980,Thailand,Asia,1,240,2853,100.670111,13.78,1,1,1,1,4
860,DE_4781.pdf,1981,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
861,DE_4781.pdf,1982,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
862,DE_4781.pdf,1983,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
863,DE_2859.pdf,1984,Thailand,Asia,1,240,2853,100.670111,13.772399,1,1,1,1,4
864,DE_4781.pdf,1985,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
865,DE_4781.pdf,1986,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
866,DE_2781.pdf,1987,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
867,DE_4781.pdf,1988,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
868,DE_4781.pdf,1989,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
869,DE_4781.pdf,1990,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
870,DE_4781.pdf,1991,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
871,DE_4781.pdf,1992,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
872,DE_4781.pdf,1993,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
873,DE_4781.pdf,1994,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
874,DE_4943.pdf,1995,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
875,DE_979.pdf,1996,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
876,DE_979.pdf,1997,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
877,DE_979.pdf,1998,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
878,DE_14862.pd,2005,India,Asia,1,115,70081,80.897004,26.846697,1,1,1,1,4
879,DE_14844.pd,2006,India,Asia,1,115,70081,80.897004,26.846697,1,1,1,1,4
880,DE_16130.pd,2007,Solomon Islands,Asia,0,1011444,-999,159.419358,-8.171604,0,0,0,1,1
881,EU448462,2007,Solomon Islands,Asia,0,1011444,-999,160.379982,-9.527583,0,0,0,1,1
882,JN575593,2008,Solomon Islands,Asia,0,1011444,-999,160.379982,-9.527583,0,0,0,1,1
883,DE_14659.pd,1995,Mexico,Americas,1,1006344,1006347,-90.517445,19.843904,1,0,0,0,1
884,DE_5032.pdf,1979,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
885,DE_5032.pdf,1980,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
886,DE_5032.pdf,1981,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
887,DE_5032.pdf,1982,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
888,DE_5032.pdf,1983,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
889,DE_5032.pdf,1984,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
890,DE_5032.pdf,1985,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
891,DE_5032.pdf,1986,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
892,DE_5032.pdf,1987,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
893,DE_5032.pdf,1988,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
894,DE_5032.pdf,1989,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
895,DE_16143.pd,2004,Colombia,Americas,1,57,952,-75.639883,2.539039,1,0,1,0,2
896,GU289913,1982,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,0,1,1
897,GQ868592,1986,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,0,0,2
898,DE_2942.pdf,1995,Colombia,Americas,1,57,954,-73.63,4.15,1,1,0,0,3
899,FJ189451,2001,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
900,FJ389909,2002,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
901,DE_16143.pd,2003,Colombia,Americas,1,57,954,-72.966151,3.906848,1,0,1,0,4
902,FJ502949,2004,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
903,DE_15237.pd,2005,Colombia,Americas,1,57,954,-72.966151,3.906848,0,0,1,0,4
904,JF804052,2006,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,1,1,4
905,JF804042,2007,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,1,0,4
906,HM030558,2009,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
907,DE_16143.pd,2000,Colombia,Americas,1,57,955,-77.864387,1.554673,1,0,0,0,1
908,DE_15237.pd,2004,Colombia,Americas,1,57,956,-72.867552,7.941952,0,0,1,0,1
909,GQ868585,2005,Colombia,Americas,1,57,956,-72.867552,7.941952,0,1,1,1,3
910,GU131954,2006,Colombia,Americas,1,57,956,-72.867552,7.941952,1,0,1,0,4
911,DE_15237.pd,2002,Colombia,Americas,1,57,957,-75.886135,0.456651,0,0,1,0,1
912,DE_16143.pd,2004,Colombia,Americas,1,57,957,-75.886135,0.456651,1,0,1,0,2
913,DE_16143.pd,2005,Colombia,Americas,1,57,957,-75.886135,0.456651,1,0,1,0,2
914,DE_16143.pd,2002,Colombia,Americas,1,57,958,-75.690184,4.478227,1,0,0,0,1
915,DE_16143.pd,1996,Colombia,Americas,1,57,960,-81.69688102,12.57681908,1,0,0,0,1
916,DE_16143.pd,1998,Colombia,Americas,1,57,960,-81.69920863,12.57565528,1,0,0,0,1
917,DE_15237.pd,2003,Colombia,Americas,1,57,960,-81.554096,12.913145,0,0,1,0,2
918,DE_5035.pdf,1992,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,0,0,2
919,DE_14945.pd,1993,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
920,DE_14945.pd,1994,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
921,DE_14945.pd,1995,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
922,DE_14945.pd,1996,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
923,DE_16143.pd,1997,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,1,3
924,DE_16143.pd,1998,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
925,DE_15001.pd,1999,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
926,DE_15001.pd,2000,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
927,DE_4832.pdf,2001,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
928,DE_15001.pd,2002,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
929,DE_15237.pd,2003,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
930,DE_15001.pd,2004,Colombia,Americas,1,57,961,-73.132768,7.1372,1,1,1,1,4
931,GQ868562,2005,Colombia,Americas,1,57,961,-73.515018,6.675388,1,0,0,0,4
932,DE_16309,2007,Colombia,Americas,1,57,961,-73.328247,6.757352,1,1,1,0,4
933,GQ868570,2008,Colombia,Americas,1,57,961,-73.515018,6.675388,1,0,0,0,4
934,DE_5035.pdf,1992,Colombia,Americas,1,57,963,-75.266174,4.044146,0,1,0,0,1
935,DE_320.pdf,1995,Colombia,Americas,1,57,963,-75.23,4.43,1,1,0,1,3
936,DE_320.pdf,1996,Colombia,Americas,1,57,963,-75.23,4.43,0,1,0,0,3
937,DE_320.pdf,1997,Colombia,Americas,1,57,963,-75.23,4.43,0,1,0,0,3
938,DE_16143.pd,1998,Colombia,Americas,1,57,963,-75.266174,4.044146,1,0,0,0,3
939,DE_16143.pd,2000,Colombia,Americas,1,57,963,-75.266174,4.044146,1,0,0,0,3
940,DE_15011.pd,2007,Colombia,Americas,1,57,963,-75.302,4.1292,0,1,0,0,3
941,DE_4967.pdf,2002,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
942,DE_4967.pdf,2003,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
943,DE_4967.pdf,2004,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
944,DE_2219.pdf,1993,Comoros,Africa,1,58,967,44.436528,-12.218626,1,0,0,0,1
945,DE_2219.pdf,1993,Comoros,Africa,1,58,968,43.727883,-12.317412,1,0,0,0,1
946,DE_2219.pdf,1993,Comoros,Africa,1,58,969,43.342346,-11.661217,1,0,0,0,1
947,DE_16239.pd,2010,Comoros,Africa,0,58,-999,43.46,-11.7,0,0,1,0,2
948,DE_2521.pdf,1989,Cook Islands,Asia,1,60,980,201.053191,-19.250497,1,0,0,0,1
949,DE_2521.pdf,1990,Cook Islands,Asia,1,60,980,201.053191,-19.250497,1,0,0,0,1
950,JF804043,1991,Cook Islands,Asia,0,60,-999,201.053191,-19.250497,0,0,1,0,2
951,DE_2932.pdf,1995,Cook Islands,Asia,1,60,980,201.053191,-19.250497,0,0,1,0,2
952,DE_3013.pdf,1997,Cook Islands,Asia,1,60,980,201.053191,-19.250497,0,1,0,0,3
953,DE_16130.pd,2008,Cook Islands,Asia,0,60,-999,201.053191,-19.250497,1,0,1,0,3
954,DE_16219.pd,2009,Cook Islands,Asia,1,60,980,201.053191,-19.250497,1,0,0,1,4
955,DE_15229.pd,2002,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
956,DE_15229.pd,2003,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
957,DE_15229.pd,2004,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
958,DE_2913.pdf,1993,Costa Rica,Americas,1,61,983,-85.395814,10.447636,1,0,0,0,1
959,DE_2919.pdf,1995,Costa Rica,Americas,1,61,983,-85.577449,10.262328,1,0,1,0,2
960,DE_2919.pdf,1996,Costa Rica,Americas,1,61,983,-85.577449,10.262328,1,0,1,0,2
961,DE_3164.pdf,1993,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
962,DE_3164.pdf,1994,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
963,DE_3164.pdf,1995,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
964,DE_3164.pdf,1996,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
965,DE_3164.pdf,1997,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
966,DE_3164.pdf,1998,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
967,DE_3164.pdf,1999,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
968,DE_3223.pdf,2000,Costa Rica,Americas,1,61,985,-83.076325,9.960735,0,0,0,1,3
969,DE_2913.pdf,1993,Costa Rica,Americas,1,61,986,-83.727135,9.971,1,0,0,0,1
970,DE_3008.pdf,1997,Costa Rica,Americas,1,61,986,-84.830986,9.986213,0,0,1,0,2
971,DE_3182.pdf,1999,Costa Rica,Americas,1,61,986,-84.830986,9.986213,0,1,0,0,3
972,DE_15229.pd,2002,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
973,DE_15229.pd,2003,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
974,DE_15229.pd,2004,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
975,JF804039,1995,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,0,0,1,0,1
976,JF804030,2003,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,0,1,0,0,2
977,DE_16257.pd,2010,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,1,1,1,0,3
978,DE_14742.pd,2001,Cuba,Americas,1,63,1009,-77.71,21.405317,0,0,1,0,1
979,DE_14742.pd,2002,Cuba,Americas,1,63,1009,-77.71,21.405317,0,0,1,0,1
980,DE_14742.pd,2001,Cuba,Americas,1,63,1010,-78.649897,21.982352,0,0,1,0,1
981,DE_14742.pd,2002,Cuba,Americas,1,63,1010,-78.649897,21.982352,0,0,1,0,1
982,DE_2409.pdf,1981,Cuba,Americas,1,63,1011,-80.39,22.24,1,1,0,0,2
983,DE_14742.pd,2001,Cuba,Americas,1,63,1011,-80.475232,22.23226,0,0,1,0,3
984,DE_14742.pd,2002,Cuba,Americas,1,63,1011,-80.475232,22.23226,0,0,1,0,3
985,DE_16176.pd,1977,Cuba,Americas,1,63,1012,-82.269321,23.136614,1,1,0,0,2
986,DE_2405.pdf,1981,Cuba,Americas,1,63,1012,-82.2693,23.136614,1,1,0,1,3
987,DE_5069.pdf,2000,Cuba,Americas,1,63,1012,-82.269321,23.072677,0,0,1,1,4
988,DE_5069.pdf,2001,Cuba,Americas,1,63,1012,-82.21,23.13,0,1,1,0,4
989,DE_4865.pdf,2002,Cuba,Americas,1,63,1012,-82.21,23.13,0,0,1,0,4
990,DE_16348,2006,Cuba,Americas,1,63,1012,-82.269321,23.101214,0,0,1,1,4
991,DE_14742.pd,2001,Cuba,Americas,1,63,1013,-76.926408,20.292381,0,0,1,0,1
992,DE_14742.pd,2002,Cuba,Americas,1,63,1013,-76.926408,20.292381,0,0,1,0,1
993,DE_14742.pd,2001,Cuba,Americas,1,63,1014,-74.913952,20.215483,0,0,1,0,1
994,DE_14742.pd,2002,Cuba,Americas,1,63,1014,-74.913952,20.215483,0,0,1,0,1
995,DE_14742.pd,2001,Cuba,Americas,1,63,1015,-75.887514,20.762234,0,0,1,0,1
996,DE_14742.pd,2002,Cuba,Americas,1,63,1015,-75.887514,20.762234,0,0,1,0,1
997,DE_16119.pd,2001,Cuba,Americas,1,63,1017,-82.116443,23.076122,0,0,1,0,1
998,DE_16119.pd,2002,Cuba,Americas,1,63,1017,-82.116443,23.076122,0,0,1,0,1
999,DE_15323.pd,2006,Cuba,Americas,1,63,1017,-82.482465,23.076122,0,0,1,0,1
1000,DE_14742.pd,2001,Cuba,Americas,1,63,1018,-77.026092,21.019144,0,0,1,0,1
1001,DE_14742.pd,2002,Cuba,Americas,1,63,1018,-77.026092,21.019144,0,0,1,0,1
1002,DE_14742.pd,2001,Cuba,Americas,1,63,1019,-81.215756,22.613959,0,0,1,0,1
1003,DE_14742.pd,2002,Cuba,Americas,1,63,1019,-81.215756,22.613959,0,0,1,0,1
1004,DE_14742.pd,2001,Cuba,Americas,1,63,1020,-83.708998,22.447754,0,0,1,0,1
1005,DE_14742.pd,2002,Cuba,Americas,1,63,1020,-83.708998,22.447754,0,0,1,0,1
1006,FJ159150,1997,Cuba,Americas,0,63,-999,-79.015122,21.625128,0,1,0,0,1
1007,DE_14742.pd,2001,Cuba,Americas,1,63,1021,-79.015122,21.971188,0,0,1,0,2
1008,DE_14742.pd,2002,Cuba,Americas,1,63,1021,-79.015122,21.971188,0,0,1,0,2
1009,FJ502987,2006,Cuba,Americas,0,63,-999,-79.015122,21.625128,0,0,0,1,3
1010,DE_804.pdf,1977,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
1011,DE_804.pdf,1978,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
1012,DE_804.pdf,1979,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
1013,DE_14487.pd,1996,Cuba,Americas,1,63,1022,-76.232365,20.330245,0,1,0,0,2
