,SOURCE,YEAR,COUNTR,REGION,ADMIN_LEVEL,GAUL_AD0,GAUL_AD1,X,Y,DEN1,DEN2,DEN3,DEN4,N_TYPES
0,DE_4968.pdf,1988,Angola,Africa,0,8,-999,17.55011,-12.296889,1,0,0,0,1
1,MOH214,2007,Anguilla,Americas,0,9,-999,-63.064394,18.230617,1,0,0,0,1
2,DE_15421.pd,2008,Anguilla,Americas,0,9,-999,-63.064394,18.230617,1,0,0,0,1
3,DE_4968.pdf,1988,Aruba,Americas,0,14,-999,-69.969509,12.507838,1,0,0,0,1
4,MOH216,1993,Aruba,Americas,0,14,-999,-69.969509,12.507838,1,0,0,0,1
5,MOH219,2002,Aruba,Americas,0,14,-999,-69.969509,12.507838,1,0,0,0,1
6,JN379473,2004,Aruba,Americas,0,14,-999,-69.969509,12.507838,1,0,0,0,1
7,JN379475,1977,Bahamas,Americas,0,20,-999,-76.565751,24.320733,1,0,0,0,1
8,MOH222,2005,Bahamas,Americas,0,20,-999,-76.565751,24.320733,1,0,0,0,1
9,DE_2945.pdf,1995,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,1,0,1,3
10,DE_4804.pdf,1996,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,1,1,1,4
11,DE_4804.pdf,1997,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,1,1,1,4
12,JN379487,1999,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,0,0,0,4
13,MOH226,2000,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,1,1,0,4
14,JN379488,2001,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,0,1,0,4
15,JN379497,2003,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,0,1,0,4
16,MOH230,2008,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,0,0,0,4
17,MOH231,2009,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,0,0,0,4
18,MOH233,2010,Barbados,Americas,0,24,-999,-59.554949,13.167311,1,1,0,0,4
19,JN379474,2005,Belize,Americas,0,28,-999,-88.686796,17.204856,1,0,0,0,1
20,DE_984.pdf,1996,"Virgin Islands, British",Americas,0,39,-999,-64.633463,18.441948,1,0,0,0,1
21,DE_16111.pd,2006,Burkina Faso,Africa,0,42,-999,-1.746191,12.274222,1,0,0,0,1
22,DE_16111.pd,2007,Burkina Faso,Africa,0,42,-999,-1.746191,12.274222,1,0,0,0,1
23,DE_4790.pdf,1998,Cambodia,Asia,0,44,-999,104.920458,12.801088,1,1,1,1,4
24,DE_16272.pd,2010,Cambodia,Asia,0,44,-999,104.920458,12.801088,1,1,1,1,4
25,FJ502943,2006,Cameroon,Africa,0,45,-999,12.742895,5.697279,1,0,1,0,2
26,HM635907,2009,Colombia,Americas,0,57,-999,-73.080462,3.906848,1,0,1,0,2
27,JN415497,2002,Cook Islands,Asia,0,60,-999,201.053191,-19.250497,1,0,0,0,1
28,JN415498,2006,Cook Islands,Asia,0,60,-999,201.053191,-19.250497,1,0,0,0,1
29,DE_4968.pdf,1988,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,1,0,0,0,1
30,JF804016,2005,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,1,0,0,0,1
31,FJ502869,2006,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,1,0,0,0,1
32,FJ502859,2007,Cuba,Americas,0,63,-999,-79.015122,21.625128,1,0,0,0,1
33,DE_4790.pdf,1998,Cote d'Ivoire,Africa,0,66,-999,-4.025917,7.623518,1,0,0,0,1
34,FJ502873,2004,Cote d'Ivoire,Africa,0,66,-999,-5.553934,7.623518,1,0,0,0,1
35,DE_16236.pd,2008,Cote d'Ivoire,Africa,0,66,-999,-3.983073,7.623518,0,1,1,0,3
36,DE_4968.pdf,1988,Djibouti,Africa,0,70,-999,42.580192,11.733839,1,0,0,0,1
37,MOH247,2010,Dominica,Americas,0,71,-999,-61.356225,15.427064,1,0,0,0,1
38,MOH248,2011,Dominica,Americas,0,71,-999,-61.356225,15.427064,1,1,1,1,4
39,FJ502878,2006,Dominican Republic,Americas,0,72,-999,-70.493005,18.895394,1,0,0,0,1
40,JF804017,2007,Dominican Republic,Americas,0,72,-999,-70.493005,18.895394,1,0,0,0,1
41,DE_4784.pdf,1987,El Salvador,Americas,0,75,-999,-88.864278,13.728276,1,0,0,0,1
42,JN819417,1993,El Salvador,Americas,0,75,-999,-88.864278,13.728276,1,0,0,0,1
43,JX891665,2012,El Salvador,Americas,0,75,-999,-88.864278,13.728276,1,1,1,0,3
44,DE_4790.pdf,1998,Ethiopia,Africa,0,79,-999,39.637214,8.631261,1,0,0,0,1
45,DE_617.pdf,1974,Fiji,Asia,0,83,-999,177.893439,-17.689834,1,0,0,0,1
46,JN415503,2002,Fiji,Asia,0,83,-999,178.4124,-17.689834,1,0,0,0,1
47,JN415505,2006,Fiji,Asia,0,83,-999,177.893439,-17.689834,1,0,0,0,1
48,JX298571,2011,Fiji,Asia,0,83,-999,177.893439,-17.689834,1,0,0,0,1
49,JX298569,2012,Fiji,Asia,0,83,-999,177.893439,-17.689834,1,0,0,0,1
50,DE_4968.pdf,1988,French Guiana,Americas,0,86,-999,-53.234669,3.927455,1,0,0,0,1
51,DE_4790.pdf,1989,French Guiana,Americas,0,86,-999,-53.234669,3.927455,1,0,1,0,2
52,DE_332.pdf,1991,French Guiana,Americas,0,86,-999,-52.33,5.5,0,1,0,0,3
53,DE_332.pdf,1992,French Guiana,Americas,0,86,-999,-52.33,5.5,1,1,0,0,3
54,DE_332.pdf,1993,French Guiana,Americas,0,86,-999,-52.32379,5.499463,1,1,1,1,4
55,DE_332.pdf,1994,French Guiana,Americas,0,86,-999,-52.32379,5.499463,1,1,0,1,4
56,DE_332.pdf,1995,French Guiana,Americas,0,86,-999,-52.32379,5.499463,1,1,0,1,4
57,MOH197,2002,French Guiana,Americas,0,86,-999,-53.234669,3.927455,1,0,0,0,4
58,DE_4572.pdf,2005,French Guiana,Americas,0,86,-999,-51.8,4.9346,1,1,1,1,4
59,DE_14947.pd,2006,French Guiana,Americas,0,86,-999,-52.32379,4.923358,0,1,0,0,4
60,MOH198,2007,French Guiana,Americas,0,86,-999,-52.32379,4.923358,1,1,0,1,4
61,MOH199,2008,French Guiana,Americas,0,86,-999,-53.234669,3.927455,1,0,0,1,4
62,DE_786.pdf,1944,French Polynesia,Asia,0,87,-999,214.528232,-15.475612,1,0,0,0,1
63,DE_504.pdf,1975,French Polynesia,Asia,0,87,-999,214.528232,-15.475612,1,1,0,0,2
64,DE_504.pdf,1976,French Polynesia,Asia,0,87,-999,214.528232,-15.475612,1,1,0,0,2
65,DE_2655.pdf,1989,French Polynesia,Asia,0,87,-999,220.97683,-8.862005,1,0,1,0,3
66,DE_14657.pd,2001,French Polynesia,Asia,0,87,-999,225.021229,-9.757107,1,0,0,0,3
67,DE_16073.pd,2007,Gabon,Africa,0,89,-999,12.157888,1.598475,0,1,0,0,1
68,DE_16073.pd,2010,Gabon,Africa,0,89,-999,13.788986,-0.622679,0,1,0,0,1
69,DE_16048.pd,2010,Benin,Africa,0,94,-999,0.624931,7.962766,1,0,1,0,2
70,JN379480,1977,Grenada,Americas,0,99,-999,-61.680889,12.115339,1,0,0,0,1
71,JN379482,1978,Grenada,Americas,0,99,-999,-61.680889,12.115339,1,0,0,0,1
72,JN379484,1981,Grenada,Americas,0,99,-999,-61.680889,12.115339,1,0,0,0,1
73,DE_4795.pdf,1995,Grenada,Americas,0,99,-999,-61.680889,12.115339,1,0,0,0,1
74,MOH14,2002,Guatemala,Americas,0,103,-999,-90.017848,16.975562,0,1,0,0,1
75,MOH34,2009,Guatemala,Americas,0,103,-999,-89.006499,15.694925,0,1,0,1,2
76,EF105378,1981,Guinea,Africa,0,106,-999,-11.80275,11.070603,0,1,0,0,1
77,FJ502887,2001,Guyana,Americas,0,107,-999,-58.982859,4.798235,1,0,0,0,1
78,JN415506,2008,Guyana,Americas,0,107,-999,-58.982859,4.798235,1,0,0,0,1
79,DE_4784.pdf,1983,Haiti,Americas,0,108,-999,-72.683686,18.938415,1,0,0,0,1
80,JF969284,2010,Haiti,Americas,0,108,-999,-72.683686,18.938415,1,0,0,0,1
81,JF967804,2008,Honduras,Americas,0,111,-999,-86.596599,14.823165,1,0,0,0,1
82,JX298575,2012,Kiribati,Asia,0,135,-999,202.605514,1.844011,1,0,0,0,1
83,JN415509,2007,Lao PDR,Asia,0,139,-999,103.773613,18.496002,1,0,0,0,1
84,FJ502874,2005,Madagascar,Africa,0,150,-999,46.700303,-19.379362,1,0,0,0,1
85,EU448412,2006,Madagascar,Africa,0,150,-999,46.700303,-19.379362,1,0,0,0,1
86,DE_16307,2009,Malaysia,Asia,0,153,-999,102.125244,3.864255,1,1,1,1,4
87,DE_16307,2010,Malaysia,Asia,0,153,-999,102.125244,3.864255,1,1,1,1,4
88,HE565699,2011,Maldives,Asia,0,154,-999,72.924415,3.54971,1,0,0,0,1
89,JX891658,2003,Marshall Islands,Asia,0,157,-999,171.3647791,7.124905626,1,0,0,0,1
90,DE_16217.pd,2008,New Caledonia,Asia,0,178,-999,165.663269,-21.299276,1,0,0,1,2
91,DE_16156.pd,1995,Nicaragua,Americas,0,180,-999,-85.03281,12.840914,0,1,1,0,2
92,DE_2187.pdf,1998,Nicaragua,Americas,0,180,-999,-85.03281,13.1,0,1,1,0,2
93,FJ502863,2007,Nigeria,Africa,0,182,-999,3.895504,7.409858,1,0,0,0,1
94,DE_1945.pdf,1976,Niue,Asia,0,183,-999,190.139831,-19.050005,1,1,0,0,2
95,DE_1945.pdf,1977,Niue,Asia,0,183,-999,190.139831,-19.050005,1,1,0,0,2
96,DE_1945.pdf,1979,Niue,Asia,0,183,-999,190.139831,-19.050005,1,1,0,0,2
97,DE_1945.pdf,1980,Niue,Asia,0,183,-999,190.139831,-19.050005,1,1,0,0,2
98,JX298573,2012,Niue,Asia,0,183,-999,190.139831,-19.050005,1,0,0,0,2
99,JF967773,2009,Pakistan,Asia,0,188,-999,74.3384,31.544,0,1,1,1,3
100,JN415515,2000,Palau,Asia,0,189,-999,134.519404,7.426044,1,0,0,0,1
101,DE_14504.pd,2002,Paraguay,Americas,0,194,-999,-54.636,-22.5327,0,1,1,0,2
102,DE_14504.pd,2003,Paraguay,Americas,0,194,-999,-54.636,-21.906638,0,1,1,0,2
103,DQ518643,1994,Philippines,Asia,0,196,-999,123.196,10.55,0,1,0,0,1
104,DE_924.pdf,1997,Philippines,Asia,0,196,-999,123.196,14.6,0,0,1,0,2
105,JN568263,2003,Philippines,Asia,0,196,-999,123.196,10.55,1,1,1,1,4
106,JN575591,2004,Philippines,Asia,0,196,-999,123.196,10.55,1,0,0,1,4
107,JN415516,2005,Philippines,Asia,0,196,-999,123.196,10.55,1,1,1,1,4
108,EU448433,2006,Philippines,Asia,0,196,-999,123.196,10.55,0,0,1,0,4
109,DE_16132.pd,2007,Philippines,Asia,0,196,-999,123.196,14.266,1,1,1,1,4
110,DE_16132.pd,2008,Philippines,Asia,0,196,-999,123.196,14.06382,1,1,1,1,4
111,DE_16132.pd,2009,Philippines,Asia,0,196,-999,123.196,14.06382,1,1,1,1,4
112,JN575570,2010,Philippines,Asia,0,196,-999,123.196,10.55,1,1,1,1,4
113,DE_9.pdf,1963,Puerto Rico,Americas,0,200,-999,-65.66,18.355,0,0,1,0,1
114,DE_9.pdf,1964,Puerto Rico,Americas,0,200,-999,-66.112,18.355,0,0,1,0,1
115,DE_9.pdf,1977,Puerto Rico,Americas,0,200,-999,-66.158,18.475,1,1,1,0,3
116,DE_14637.pd,1981,Puerto Rico,Americas,0,200,-999,-65.975075,18.391,1,1,0,1,4
117,DE_14725.pd,1982,Puerto Rico,Americas,0,200,-999,-66.0575,18.391,1,0,0,1,4
118,DE_16142.pd,1986,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
119,DE_16142.pd,1987,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
120,DE_333.pdf,1992,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
121,DE_16142.pd,1993,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
122,DE_16053.pd,1999,Puerto Rico,Americas,0,200,-999,-65.957165,18.391,1,1,1,1,4
123,DE_16053.pd,2000,Puerto Rico,Americas,0,200,-999,-65.87079,18.48661,1,1,1,0,4
124,DE_16053.pd,2001,Puerto Rico,Americas,0,200,-999,-66.043053,18.471794,1,1,1,0,4
125,DE_16142.pd,2002,Puerto Rico,Americas,0,200,-999,-66.113505,18.225313,1,1,1,0,4
126,DE_16053.pd,2003,Puerto Rico,Americas,0,200,-999,-66.043053,18.442973,1,1,1,1,4
127,DE_16053.pd,2004,Puerto Rico,Americas,0,200,-999,-65.957165,18.471794,1,1,1,1,4
128,DE_16066.pd,2009,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,0,0,0,4
129,DE_16066.pd,2010,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
130,DE_4968.pdf,2001,Samoa,Asia,0,212,-999,187.786186,-13.705996,1,0,0,0,1
131,DE_16345,2012,Senegal,Africa,0,217,-999,-14.474163,14.700508,1,0,0,0,1
132,DE_4790.pdf,2003,Seychelles,Africa,0,220,-999,53.14488,-6.182026,1,0,0,0,1
133,DQ285561,2004,Seychelles,Africa,0,220,-999,53.14488,-6.182026,1,0,0,0,1
134,DE_4968.pdf,1990,Singapore,Asia,0,222,-999,103.807965,1.349812,1,0,0,0,1
135,GQ357792,2002,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,0,0,2
136,GQ357857,2003,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,0,3
137,DE_5027.pdf,2004,Singapore,Asia,0,222,-999,103.846044,1.361134,1,1,1,0,3
138,DE_14857.pd,2005,Singapore,Asia,0,222,-999,103.820284,1.361134,1,1,1,1,4
139,DE_3199.pdf,2006,Singapore,Asia,0,222,-999,103.846028,1.349812,1,1,1,1,4
140,DE_3199.pdf,2007,Singapore,Asia,0,222,-999,103.846028,1.358058,1,1,1,1,4
141,DE_3199.pdf,2008,Singapore,Asia,0,222,-999,103.846028,1.349812,1,1,1,1,4
142,DE_16162.pd,2009,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
143,DE_16162.pd,2010,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
144,JN544413,2011,Singapore,Asia,0,222,-999,103.826294,1.358058,1,1,1,1,4
145,DE_16288,2013,Singapore,Asia,0,222,-999,103.807965,1.349812,1,0,0,0,4
146,DE_1269.pdf,1980,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
147,DE_1269.pdf,1981,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
148,DE_1269.pdf,1982,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
149,DE_1269.pdf,1984,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
150,DE_1269.pdf,1985,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
151,DE_16124.pd,1986,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
152,DE_16124.pd,1987,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
153,DE_16124.pd,1988,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
154,DE_4956.pdf,1989,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
155,DE_4956.pdf,1990,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
156,DE_4956.pdf,1991,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
157,DE_4956.pdf,1992,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
158,DE_4956.pdf,1993,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
159,DE_4956.pdf,1994,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
160,DE_4956.pdf,1995,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
161,DE_4956.pdf,1996,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
162,DE_1269.pdf,1998,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
163,DE_4956.pdf,1999,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
164,DE_4956.pdf,2000,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
165,DE_4956.pdf,2001,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
166,DE_4956.pdf,2002,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
167,DE_16311,2010,Sri Lanka,Asia,0,231,-999,80.700308,7.678329,1,1,1,1,4
168,DE_4784.pdf,1981,Suriname,Americas,0,233,-999,-55.918176,4.133653,1,0,0,0,1
169,JN415500,2008,Timor-Leste,Asia,0,242,-999,125.851985,-8.55,1,0,0,1,2
170,JN415501,2009,Timor-Leste,Asia,0,242,-999,125.851985,-8.820461,1,0,0,0,2
171,JN568257,2010,Timor-Leste,Asia,0,242,-999,125.851985,-8.820461,1,1,0,0,3
172,DE_16280.pd,2012,Timor-Leste,Asia,0,242,-999,125.851985,-8.55,0,0,1,0,4
173,DE_16162.pd,2008,Tonga,Asia,0,245,-999,184.943661,-19.756511,1,0,0,1,2
174,DE_16162.pd,2009,Tonga,Asia,0,245,-999,184.943661,-19.756511,1,0,0,0,2
175,DE_16162.pd,2010,Tonga,Asia,0,245,-999,184.943661,-19.756511,1,0,0,0,2
176,DE_5035.pdf,1978,Trinidad and Tobago,Americas,0,246,-999,-61.256756,10.469105,1,1,0,0,2
177,JN379483,1981,Trinidad and Tobago,Americas,0,246,-999,-61.256756,10.469105,1,0,0,0,2
178,DE_2976.pdf,1995,Trinidad and Tobago,Americas,0,246,-999,-61.256756,10.469105,1,0,0,0,2
179,DE_4968.pdf,1976,Myanmar,Asia,0,1011440,-999,96.508749,21.126344,1,0,1,0,2
180,JF459993,2002,Myanmar,Asia,0,1011440,-999,96.508749,21.126344,1,1,0,0,3
181,FJ502847,2005,Myanmar,Asia,0,1011440,-999,96.508749,21.126344,1,0,1,0,3
182,HM016513,2007,Myanmar,Asia,0,1011440,-999,96.508749,21.126344,1,0,1,0,3
183,JF968066,2008,Myanmar,Asia,0,1011440,-999,96.508749,21.126344,1,0,1,1,4
184,DE_832.pdf,2002,Papua New Guinea,Asia,0,1011441,-999,145.240782,-6.479375,1,0,0,0,1
185,JN568266,2003,Papua New Guinea,Asia,0,1011441,-999,145.240782,-6.479375,1,1,0,0,2
186,JN568241,2009,Papua New Guinea,Asia,0,1011441,-999,145.240782,-6.479375,1,1,0,0,2
187,DE_4968.pdf,2001,Solomon Islands,Asia,0,1011444,-999,160.379982,-8.171604,1,0,0,0,1
188,JN415522,2002,Solomon Islands,Asia,0,1011444,-999,160.379982,-9.527583,1,0,0,0,1
189,EU448462,2007,Solomon Islands,Asia,0,1011444,-999,160.379982,-8.171604,0,0,0,1,2
190,JX644012,2012,Vietnam,Asia,0,1011447,-999,107.083,16.667,1,0,0,1,2
191,HM582107,1972,American Samoa,Asia,0,5,-999,189.427676,-14.265635,0,1,0,0,1
192,DE_16130.pd,2008,American Samoa,Asia,0,5,-999,189.427676,-14.265635,0,0,0,1,2
193,DE_16356,2013,Angola,Africa,1,8,408,13.303757,-8.853864,1,0,0,0,1
194,FJ898462,2001,Anguilla,Americas,0,5,-999,-63.064394,18.230617,0,0,1,0,1
195,MOH213,2006,Anguilla,Americas,0,9,-999,-63.064394,18.230617,0,0,0,1,2
196,DE_2176.pdf,2000,Argentina,Americas,1,12,429,-58.68,-34.7,1,0,0,0,1
197,DE_14983.pd,2007,Argentina,Americas,1,12,429,-58.386,-34.696,0,0,1,0,2
198,DE_16241.pd,2010,Argentina,Americas,1,12,429,-58.537316,-34.576126,1,0,0,0,2
199,MOH190,2011,Argentina,Americas,1,12,429,-60.562505,-36.680257,0,0,0,1,3
200,DE_16241.pd,2010,Argentina,Americas,1,12,430,-58.482288,-34.601387,1,0,0,0,1
201,DE_16217.pd,2009,Argentina,Americas,1,12,431,-65.779324,-28.468088,1,0,0,0,1
202,MOH187,2003,Argentina,Americas,1,12,432,-60.766636,-26.387381,0,0,1,0,1
203,DE_16217.pd,2009,Argentina,Americas,1,12,432,-60.766636,-26.387381,1,0,0,0,2
204,DE_16238.pd,2010,Argentina,Americas,1,12,432,-60.766636,-26.387381,1,0,0,0,2
205,DE_16238.pd,2010,Argentina,Americas,1,12,436,-59.207821,-32.045363,1,0,0,0,1
206,DE_14735.pd,1999,Argentina,Americas,1,12,437,-57.71,-25.28,1,0,0,0,1
207,DE_172.pdf,2000,Argentina,Americas,1,12,437,-57.65,-24.894951,1,0,0,0,1
208,DE_14735.pd,2001,Argentina,Americas,1,12,437,-57.71,-25.28,1,0,0,0,1
209,DE_14735.pd,2004,Argentina,Americas,1,12,437,-59.934254,-24.894951,0,0,1,0,2
210,DE_14735.pd,2006,Argentina,Americas,1,12,437,-57.71,-25.28,0,0,1,0,2
211,DE_14735.pd,2007,Argentina,Americas,1,12,437,-57.71,-25.28,0,0,1,0,2
212,DE_172.pdf,1997,Argentina,Americas,1,12,438,-64.820218,-24.296733,0,1,0,0,1
213,DE_172.pdf,1998,Argentina,Americas,1,12,438,-64.820218,-24.296733,0,1,0,0,1
214,DE_172.pdf,1999,Argentina,Americas,1,12,438,-64.820218,-24.296733,0,1,0,0,1
215,DE_172.pdf,2000,Argentina,Americas,1,12,438,-64.86,-23.318542,1,0,0,0,2
216,DE_14735.pd,2003,Argentina,Americas,1,12,438,-64.820218,-24.296733,0,0,1,0,3
217,DE_14735.pd,2004,Argentina,Americas,1,12,438,-64.820218,-23.318542,0,0,1,0,3
218,DE_14735.pd,2006,Argentina,Americas,1,12,438,-64.820218,-24.296733,0,1,1,0,3
219,DE_16217.pd,2009,Argentina,Americas,1,12,438,-64.820218,-23.318542,1,1,0,0,3
220,DE_16238.pd,2010,Argentina,Americas,1,12,438,-64.820218,-24.296733,1,0,0,0,3
221,DE_172.pdf,2000,Argentina,Americas,1,12,442,-54.578047,-25.599116,1,0,0,0,1
222,DE_3316.pdf,2002,Brazil,Americas,1,12,442,-54.457515,-25.690342,0,0,1,0,2
223,DE_14735.pd,2006,Argentina,Americas,1,12,442,-54.646343,-26.875464,0,1,1,0,3
224,DE_16235.pd,2009,Paraguay,Americas,1,12,442,-54.405213,-25.878852,1,0,0,0,3
225,DE_16238.pd,2010,Argentina,Americas,1,12,442,-54.646343,-26.875464,1,0,0,0,3
226,DE_2174.pdf,1997,Argentina,Americas,1,12,445,-63.71,-22.06,0,1,0,0,1
227,DE_2174.pdf,1998,Argentina,Americas,1,12,445,-63.687072,-22.039503,0,1,0,0,1
228,DE_16217.pd,2009,Argentina,Americas,1,12,445,-63.687072,-22.039503,1,0,0,0,2
229,MOH191,2007,Argentina,Americas,1,12,449,-60.95071,-30.70351,0,0,1,0,1
230,MOH192,2009,Argentina,Americas,1,12,449,-60.95071,-30.70351,0,0,1,0,1
231,DE_16238.pd,2010,Argentina,Americas,1,12,449,-60.95071,-30.70351,1,0,0,1,3
232,MOH194,1999,Argentina,Americas,1,12,450,-64.133331,-27.583332,0,0,1,0,1
233,MOH218,1991,Aruba,Americas,0,14,-999,-69.969509,12.507838,0,0,1,0,1
234,HM348812,1999,Aruba,Americas,0,14,-999,-69.969509,12.507838,0,0,1,0,1
235,MOH217,2009,Aruba,Americas,0,14,-999,-69.969509,12.507838,0,0,0,1,2
236,DE_2994.pdf,1981,Australia,Asia,1,17,473,145.785971,-10.580803,1,0,0,0,1
237,DE_776.pdf,1982,Australia,Asia,1,17,473,145.785971,-10.580803,1,0,0,0,1
238,DE_2862.pdf,1990,Australia,Asia,1,17,473,146.793,-19.28,1,1,0,0,2
239,DE_3141.pdf,1992,Australia,Asia,1,17,473,146.793,-19.28,1,1,0,0,2
240,DE_3141.pdf,1993,Australia,Asia,1,17,473,146.793,-19.28,0,1,0,0,2
241,DE_2924.pdf,1995,Australia,Asia,1,17,473,142.157135,-10.65251,0,1,0,0,2
242,DE_2994.pdf,1996,Australia,Asia,1,17,473,144.051089,-9.59398,0,1,0,0,2
243,DE_3024.pdf,1997,Australia,Asia,1,17,473,145.4627,-9.59398,0,1,1,0,3
244,DE_3079.pdf,1998,Australia,Asia,1,17,473,146.793,-10.65251,0,1,1,0,3
245,DE_834.pdf,1999,Australia,Asia,1,17,473,145.4627,-10.65251,0,0,1,0,3
246,DE_884.pdf,2001,Australia,Asia,1,17,473,146.793,-19.28,0,1,0,0,3
247,DE_3278.pdf,2002,Australia,Asia,1,17,473,145.69243,-16.816373,0,1,0,1,4
248,DE_3292.pdf,2003,Australia,Asia,1,17,473,145.76,-10.601234,1,1,0,0,4
249,DE_4533.pdf,2004,Australia,Asia,1,17,473,146.793,-10.580803,1,1,0,1,4
250,DE_4533.pdf,2005,Australia,Asia,1,17,473,144.543369,-10.580803,1,0,0,1,4
251,DE_14937.pd,2006,Australia,Asia,1,17,473,142.157135,-10.65251,1,0,1,0,4
252,DE_16214.pd,2008,Australia,Asia,1,17,473,145.764527,-16.899993,0,0,1,0,4
253,DE_15376.pd,2009,Australia,Asia,1,17,473,146.833,-10.65251,1,1,1,1,4
254,DE_16262.pd,2010,Australia,Asia,1,17,473,146.807027,-10.65251,0,1,0,0,4
255,DE_16294,2011,Australia,Asia,1,17,473,146.030598,-17.523863,1,1,0,1,4
256,MOH220,1995,Bahamas,Americas,0,20,-999,-76.565751,24.320733,0,0,1,0,1
257,MOH221,2003,Bahamas,Americas,0,20,-999,-76.565751,24.320733,0,1,0,0,2
258,DE_4808.pdf,1964,Bangladesh,Asia,1,23,577,90.27868,23.839371,0,0,1,0,1
259,DE_4808.pdf,2000,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,1,1,1,3
260,DE_4808.pdf,2001,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,0,1,0,3
261,DE_1090.pdf,2002,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,0,1,0,3
262,EU448424,2004,Bangladesh,Asia,0,23,-999,90.27868,23.839371,0,1,0,0,3
263,EU448423,2005,Bangladesh,Asia,0,23,-999,90.27868,23.839371,0,1,0,0,3
264,JN036395,2006,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,1,1,0,3
265,JN036386,2007,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,1,1,0,3
266,JN036384,2008,Bangladesh,Asia,1,23,577,90.449892,24.11121,0,1,1,0,3
267,JN036381,2009,Bangladesh,Asia,1,23,577,90.449892,24.11121,1,1,1,0,4
268,DE_1110.pdf,1995,Barbados,Americas,1,24,588,-59.61,13.1,1,1,0,1,3
269,DE_1110.pdf,1996,Barbados,Americas,1,24,588,-59.61,13.1,1,1,0,1,3
270,DE_1110.pdf,1997,Barbados,Americas,1,24,588,-59.61,13.1,1,1,0,1,3
271,DE_14484.pd,1995,Barbados,Americas,0,24,-999,-59.554949,13.167311,0,1,0,0,1
272,DE_4804.pdf,1996,Barbados,Americas,0,24,-999,-59.554949,13.167311,0,0,1,0,2
273,DE_4804.pdf,1997,Barbados,Americas,0,24,-999,-59.554949,13.167311,0,1,1,0,2
274,DE_4804.pdf,1998,Barbados,Americas,0,24,-999,-59.554949,13.167311,0,0,1,0,2
275,MOH226,2000,Barbados,Americas,0,24,-999,-59.554949,13.167311,0,1,1,0,2
