SOURCE,YEAR,COUNTR,REGION,ADMIN_LEVEL,GAUL_AD0,GAUL_AD1,X,Y,DEN1,DEN2,DEN3,DEN4,N_TYPES
DE_2176.pdf,1990,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1991,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1992,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1993,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1994,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1995,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1996,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1997,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1998,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,1999,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
DE_2176.pdf,2000,Paraguay,Americas,1,194,2326,-57.66,-25.26,1,0,0,0,1
MOH179,2009,Paraguay,Americas,1,194,2326,-58.685343,-23.614445,1,0,1,0,2
MOH182,2010,Paraguay,Americas,1,194,2326,-58.685343,-23.614445,1,0,0,0,2
MOH180,2011,Paraguay,Americas,1,194,2326,-58.685343,-23.614445,1,0,1,1,3
MOH185,2001,Paraguay,Americas,1,194,2327,-56.647438,-24.167775,0,0,1,0,1
MOH186,2004,Paraguay,Americas,1,194,2327,-56.647438,-24.167775,0,1,0,0,2
MOH184,2010,Paraguay,Americas,1,194,2327,-56.647438,-24.167775,1,1,0,0,3
MOH183,2011,Paraguay,Americas,1,194,2327,-56.647438,-24.167775,1,0,0,0,3
DE_16361.pd,1953,Philippines,Asia,1,196,2355,121.036474,14.599243,0,0,1,1,2
DE_16365.pd,1954,Philippines,Asia,1,196,2355,121.036474,14.599243,1,1,1,1,4
DE_16363.pd,1956,Philippines,Asia,1,196,2355,121.036474,14.599243,0,1,1,1,4
DE_16364.pd,1964,Philippines,Asia,1,196,2355,121.036474,14.599243,0,0,0,1,4
DE_855.pdf,1983,Philippines,Asia,1,196,2355,120.98,14.6,1,1,1,1,4
DE_855.pdf,1984,Philippines,Asia,1,196,2355,120.98,14.6,1,1,1,1,4
DE_1170.pdf,1985,Philippines,Asia,1,196,2355,120.98,14.6,1,1,1,1,4
DE_1170.pdf,1986,Philippines,Asia,1,196,2355,120.98,14.6,1,1,1,1,4
DE_4784.pdf,1988,Philippines,Asia,1,196,2355,121.036474,14.599243,1,1,0,0,4
DE_152.pdf,1989,Philippines,Asia,1,196,2355,120.98,14.6,1,1,1,1,4
DE_328.pdf,1992,Philippines,Asia,1,196,2355,121.036474,14.6,1,1,0,0,4
DE_328.pdf,1993,Philippines,Asia,1,196,2355,121.036474,14.6,1,1,0,0,4
DE_4839.pdf,1995,Philippines,Asia,1,196,2355,121.036474,14.599243,0,1,0,0,4
DE_924.pdf,1997,Philippines,Asia,1,196,2355,120.98,14.6,0,0,1,0,4
DE_4893.pdf,1999,Philippines,Asia,1,196,2355,121.036474,14.599243,1,1,1,1,4
DE_4893.pdf,2000,Philippines,Asia,1,196,2355,121.036474,14.599243,1,1,1,1,4
DE_4893.pdf,2001,Philippines,Asia,1,196,2355,121.036474,14.599243,1,1,1,1,4
DE_4839.pdf,1998,Philippines,Asia,1,196,2362,122.650991,10.8388,0,1,0,0,1
DE_16294,2011,Philippines,Asia,0,196,-999,124.892578,12.125264,1,1,1,0,3
DE_14728.pd,1982,Puerto Rico,Americas,1,200,2414,-67.2526,18.3409,1,0,0,0,1
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,0,1,3
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,0,1,3
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,0,1,3
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,0,1,3
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,0,1,3
DE_16053.pd,2000,Puerto Rico,Americas,1,200,2414,-66.825728,18.48661,0,0,1,0,4
DE_16053.pd,2005,Puerto Rico,Americas,1,200,2414,-67.024355,18.501913,0,0,1,0,4
DE_15222.pd,2007,Puerto Rico,Americas,1,200,2414,-66.792047,18.463603,1,1,1,1,4
DE_14962.pd,1977,Puerto Rico,Americas,1,200,2415,-66.727,18.475,1,0,0,0,1
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,0,1,3
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,0,1,3
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,0,1,3
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,0,1,3
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,0,1,3
DE_16053.pd,1998,Puerto Rico,Americas,1,200,2415,-66.254439,18.442973,0,0,1,0,4
DE_16053.pd,2000,Puerto Rico,Americas,1,200,2415,-66.484723,18.430596,0,0,1,0,4
DE_16053.pd,2001,Puerto Rico,Americas,1,200,2415,-66.718798,18.471794,0,0,1,0,4
DE_16053.pd,2003,Puerto Rico,Americas,1,200,2415,-66.254439,18.442973,0,0,1,0,4
DE_16053.pd,2004,Puerto Rico,Americas,1,200,2415,-66.718798,18.471794,0,0,1,0,4
DE_16053.pd,2005,Puerto Rico,Americas,1,200,2415,-66.276498,18.471875,0,0,1,0,4
DE_16305,2007,Puerto Rico,Americas,1,200,2415,-66.274861,18.450774,1,1,1,1,4
DE_14988.pd,1963,Puerto Rico,Americas,1,200,2416,-66.112,18.355,0,0,1,0,1
DE_14988.pd,1964,Puerto Rico,Americas,1,200,2416,-66.112,18.355,0,0,1,0,1
DE_14962.pd,1977,Puerto Rico,Americas,1,200,2416,-66.158,18.388,1,0,0,0,2
DE_14726.pd,1984,Puerto Rico,Americas,1,200,2416,-65.963,18.383,0,1,0,0,3
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,0,1,4
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,0,1,4
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,0,1,4
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,0,1,4
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,0,1,4
DE_16053.pd,1998,Puerto Rico,Americas,1,200,2416,-65.899115,18.380266,1,1,1,1,4
DE_16053.pd,1999,Puerto Rico,Americas,1,200,2416,-65.957165,18.380266,0,0,1,0,4
DE_16053.pd,2001,Puerto Rico,Americas,1,200,2416,-66.113591,18.35754,0,0,1,0,4
DE_16053.pd,2003,Puerto Rico,Americas,1,200,2416,-66.250749,18.389877,0,0,1,0,4
DE_16053.pd,2004,Puerto Rico,Americas,1,200,2416,-65.957165,18.380266,0,0,1,0,4
DE_16053.pd,2007,Puerto Rico,Americas,1,200,2416,-65.884548,18.442284,1,1,1,1,4
DE_15103.pd,1963,Puerto Rico,Americas,1,200,2417,-65.8794,18.0506,0,0,1,0,1
DE_14637.pd,1981,Puerto Rico,Americas,1,200,2417,-66.043053,18.235221,1,0,0,1,3
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,0,1,4
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,0,1,4
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,0,1,4
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,0,1,4
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,0,1,4
DE_16053.pd,1998,Puerto Rico,Americas,1,200,2417,-65.894334,18.177087,1,1,1,1,4
DE_16053.pd,1999,Puerto Rico,Americas,1,200,2417,-66.113505,18.177087,0,0,1,0,4
DE_16053.pd,2000,Puerto Rico,Americas,1,200,2417,-66.062536,17.963547,0,0,1,0,4
DE_16053.pd,2001,Puerto Rico,Americas,1,200,2417,-66.043053,18.235221,0,0,1,0,4
DE_16053.pd,2002,Puerto Rico,Americas,1,200,2417,-66.113505,18.177087,0,0,1,0,4
DE_16053.pd,2003,Puerto Rico,Americas,1,200,2417,-66.043053,18.235221,0,0,1,0,4
DE_16053.pd,2004,Puerto Rico,Americas,1,200,2417,-66.113505,18.177087,0,0,1,0,4
DE_16053.pd,2005,Puerto Rico,Americas,1,200,2417,-66.00913,18.235221,0,1,1,0,4
DE_16053.pd,2006,Puerto Rico,Americas,1,200,2417,-66.00913,18.235221,0,1,1,0,4
DE_16053.pd,2007,Puerto Rico,Americas,1,200,2417,-65.894334,18.256114,1,1,1,1,4
DE_15103.pd,1963,Puerto Rico,Americas,1,200,2418,-65.66,18.329,0,0,1,0,1
DE_14637.pd,1981,Puerto Rico,Americas,1,200,2418,-65.975075,18.142589,1,0,0,1,3
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2418,-65.441031,18.430215,1,1,0,1,4
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2418,-65.288243,18.430215,1,1,0,1,4
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2418,-65.288243,18.430215,1,1,0,1,4
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2418,-65.441031,18.430215,1,1,0,1,4
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2418,-65.288243,18.430215,1,1,0,1,4
DE_15004.pd,1998,Puerto Rico,Americas,1,200,2418,-65.666256,18.322357,1,1,1,1,4
DE_16053.pd,2000,Puerto Rico,Americas,1,200,2418,-65.87079,18.18304,0,0,1,0,4
DE_16053.pd,2005,Puerto Rico,Americas,1,200,2418,-65.828733,18.150582,0,0,1,0,4
DE_16053.pd,2006,Puerto Rico,Americas,1,200,2418,-65.87079,18.18304,0,0,1,0,4
DE_15222.pd,2007,Puerto Rico,Americas,1,200,2418,-65.288243,18.430215,1,1,1,1,4
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2419,-66.719361,18.13748,1,1,0,1,3
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2419,-66.719361,18.13748,1,1,0,1,3
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2419,-66.719361,18.13748,1,1,0,1,3
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2419,-66.719361,18.13748,1,1,0,1,3
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2419,-66.719361,18.13748,1,1,0,1,3
DE_15004.pd,1998,Puerto Rico,Americas,1,200,2419,-67.035819,18.11447,1,1,1,1,4
DE_16053.pd,2001,Puerto Rico,Americas,1,200,2419,-67.14572,18.201142,0,0,1,0,4
DE_16053.pd,2002,Puerto Rico,Americas,1,200,2419,-67.145891,18.085649,0,0,1,0,4
DE_16053.pd,2006,Puerto Rico,Americas,1,200,2419,-67.042108,18.08059,0,0,1,0,4
DE_16053.pd,2007,Puerto Rico,Americas,1,200,2419,-66.719361,18.201142,1,1,1,1,4
DE_9.pdf,1963,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1964,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1965,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1966,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1967,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1968,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,0,1,0,1
DE_9.pdf,1969,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1970,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1971,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1972,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1973,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1974,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1975,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1976,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,2
DE_9.pdf,1977,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,0,3
DE_9.pdf,1978,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,1,0,3
DE_14728.pd,1979,Puerto Rico,Americas,1,200,2420,-66.493,18.13,1,1,0,0,3
DE_14728.pd,1980,Puerto Rico,Americas,1,200,2420,-66.493,18.13,1,1,0,0,3
DE_14728.pd,1981,Puerto Rico,Americas,1,200,2420,-66.493,18.13,1,1,0,0,3
DE_15085.pd,1982,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,0,0,1,4
DE_14728.pd,1983,Puerto Rico,Americas,1,200,2420,-66.493,18.13,0,0,0,1,4
DE_14726.pd,1984,Puerto Rico,Americas,1,200,2420,-66.616,18.019,1,0,0,0,4
DE_16142.pd,1986,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1987,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1988,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1989,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1990,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,0,1,4
DE_333.pdf,1991,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_333.pdf,1992,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1993,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,0,1,4
DE_16142.pd,1994,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,1,1,4
DE_16142.pd,1995,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,1,1,4
DE_4804.pdf,1996,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,1,1,4
DE_4804.pdf,1997,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,1,1,4
DE_4804.pdf,1998,Puerto Rico,Americas,1,200,2420,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,1999,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,2000,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,0,4
DE_16142.pd,2001,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,0,4
DE_16142.pd,2002,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,0,4
DE_16142.pd,2003,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,2004,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,2005,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,2006,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,1,1,1,1,4
DE_16142.pd,2007,Puerto Rico,Americas,1,200,2420,-66.358142,18.225313,1,1,1,1,4
DE_16066.pd,2010,Puerto Rico,Americas,0,200,-999,-66.463766,18.225313,0,1,0,1,4
DE_14912.pd,1975,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,0,1,0,0,1
DE_14637.pd,1981,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,1,0,0,1,3
DE_14725.pd,1982,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,1,0,0,1,3
DE_14726.pd,1984,Puerto Rico,Americas,1,200,2421,-66.07,18.453,1,0,0,0,3
DE_15084.pd,1990,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,0,1,3
DE_15089.pd,1994,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,0,1,3
DE_15089.pd,1995,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,0,1,3
DE_15081.pd,1996,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,0,1,3
DE_15081.pd,1997,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,0,1,3
DE_16053.pd,1998,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,1999,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2000,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2001,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2003,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2004,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2005,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_16053.pd,2006,Puerto Rico,Americas,1,200,2421,-66.0575,18.391,0,0,1,0,4
DE_15222.pd,2007,Puerto Rico,Americas,1,200,2421,-66.057474,18.391046,1,1,1,1,4
DE_16099.pd,2004,France - Reunion,Africa,1,206,2591,55.487678,-21.17687,1,0,0,0,1
DE_16152.pd,2005,France - Reunion,Africa,1,206,2591,55.487678,-21.17687,0,1,0,0,2
DE_16099.pd,2006,France - Reunion,Africa,1,206,2591,55.487678,-21.17687,1,0,1,0,3
DE_16099.pd,2007,France - Reunion,Africa,1,206,2591,55.409839,-21.291854,1,0,0,0,3
DE_16099.pd,2008,France - Reunion,Africa,1,206,2591,55.409839,-21.291854,1,0,0,0,3
DE_16099.pd,2009,France - Reunion,Africa,1,206,2591,55.409839,-21.291854,1,0,0,0,3
DE_16245.pd,2010,France - Reunion,Africa,1,206,2591,55.269463,-21.014089,0,0,1,0,3
FJ898460,2001,Saint Kitts and Nevis,Americas,0,208,-999,-62.719169,17.320584,0,1,0,0,1
MOH278,2005,St. Kitts & Nevis,Americas,1,208,2603,-62.719169,17.320584,0,1,1,0,2
MOH279,2006,St. Kitts & Nevis,Americas,1,208,2603,-62.719169,17.320584,0,0,1,0,2
MOH280,2007,St. Kitts & Nevis,Americas,1,208,2603,-62.719169,17.320584,0,0,1,0,2
MOH282,2008,St. Kitts & Nevis,Americas,1,208,2603,-62.719169,17.320584,1,1,0,0,3
MOH288,2000,Saint Lucia,Americas,1,209,2607,-60.965296,13.894056,1,0,0,0,1
GQ868616,2001,Saint Lucia,Americas,0,209,-999,-60.965296,13.894056,0,0,1,0,2
MOH284,2003,Saint Lucia,Americas,1,209,2607,-60.965296,13.894056,1,1,0,0,3
MOH285,2005,Saint Lucia,Americas,1,209,2607,-60.965296,13.894056,0,1,0,0,3
MOH286,2007,Saint Lucia,Americas,1,209,2607,-60.965296,13.894056,0,0,1,0,3
DE_15421.pd,2008,Saint Lucia,Americas,1,209,2607,-60.965296,13.894056,0,1,0,0,3
JF804049,1995,Samoa,Asia,0,212,-999,-172.213814,-13.705996,0,0,1,0,1
DE_2951.pdf,1996,Samoa,Asia,1,212,2618,-172.213814,-13.705996,0,0,1,0,1
DE_3027.pdf,1997,Samoa,Asia,0,212,-999,-172.213814,-13.705996,0,1,0,0,2
DE_3024.pdf,2008,Samoa,Asia,0,212,-999,-172.213814,-13.705996,0,0,0,1,3
DE_623.pdf,1994,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_623.pdf,1995,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_623.pdf,1996,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_623.pdf,1997,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_623.pdf,1998,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_623.pdf,1999,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,1,1,0,3
DE_16059.pd,2004,Saudi Arabia,Africa,1,215,2629,41.2059,21.626513,1,1,1,0,3
DE_16059.pd,2005,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,0,1,0,3
DE_16059.pd,2006,Saudi Arabia,Africa,1,215,2629,41.205864,21.626513,1,0,0,0,3
DE_15382.pd,2009,Saudi Arabia,Africa,1,215,2629,39.8154,21.4192,0,0,0,1,4
DE_1706.pdf,1983,Senegal,Africa,1,217,2636,-17.43,14.67,0,1,0,1,2
DE_4968.pdf,1988,Senegal,Africa,1,217,2636,-17.460742,14.722051,1,0,0,0,3
DE_16111.pd,2009,Senegal,Africa,1,217,2636,-17.460742,14.722051,0,0,1,0,4
DE_1706.pdf,1983,Senegal,Africa,1,217,2640,-15.5,12.75,0,1,0,1,2
DE_16284.pd,1970,Senegal,Africa,0,217,-999,-14.474163,14.359884,0,1,0,0,1
DE_4784.pdf,1974,Senegal,Africa,1,217,2643,-12.202467,14.359884,0,1,0,0,1
DE_1931.pdf,1990,Senegal,Africa,1,217,2643,-12.202467,12.838659,0,1,0,0,1
DE_527.pdf,1999,Senegal,Africa,1,217,2643,-12.202467,14.359884,0,1,0,0,1
DE_527.pdf,2000,Senegal,Africa,1,217,2643,-12.202467,12.838659,0,1,0,0,1
DE_16236.pd,2007,Senegal,Africa,0,217,-999,-14.474163,14.359884,0,0,1,0,2
DE_16236.pd,2009,Senegal,Africa,0,217,-999,-14.474163,14.359884,0,0,1,0,2
DE_734.pdf,1986,Singapore,Asia,1,222,2658,103.846006,1.370071,1,1,0,0,2
DE_15130.pd,2005,Singapore,Asia,0,222,-999,103.820284,1.361134,1,1,1,1,4
DE_16312,2007,Singapore,Asia,0,222,-999,103.826294,1.358058,0,1,0,0,4
DE_16329,2011,Singapore,Asia,0,222,-999,103.826294,1.358058,1,1,1,1,4
DE_16339,2012,Singapore,Asia,0,222,-999,103.826294,1.358058,1,1,1,1,4
DE_734.pdf,1986,Singapore,Asia,1,222,2659,103.783568,1.318415,1,1,0,0,2
DE_16359.pd,1961,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,0,1,3
DE_352.pdf,1991,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,0,0,3
DE_352.pdf,1992,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,0,0,3
DE_4940.pdf,1993,Malaysia,Asia,0,222,-999,103.807965,1.349812,0,0,1,0,4
DE_382.pdf,1994,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_382.pdf,1995,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_382.pdf,1996,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_4872.pdf,1997,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_4872.pdf,1998,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_4872.pdf,1999,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_4872.pdf,2000,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
GQ357776,2001,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,0,1,4
GQ357792,2002,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,0,0,4
GQ357857,2003,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,1,0,4
DE_5027.pdf,2004,Singapore,Asia,0,222,-999,103.846044,1.349812,1,1,1,0,4
JN851131,2005,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,1,1,4
DE_3199.pdf,2006,Singapore,Asia,0,222,-999,103.846028,1.349812,1,1,1,1,4
DE_3199.pdf,2007,Singapore,Asia,0,222,-999,103.846028,1.349812,1,1,1,1,4
DE_3199.pdf,2008,Singapore,Asia,0,222,-999,103.846028,1.349812,1,1,1,1,4
DE_16162.pd,2009,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
DE_16162.pd,2010,Singapore,Asia,0,222,-999,103.807965,1.349812,1,1,1,1,4
JN544413,2011,Singapore,Asia,0,222,-999,103.807965,1.349812,0,1,1,0,4
DE_734.pdf,1986,Singapore,Asia,1,222,2662,103.896371,1.300395,1,1,0,0,2
DE_734.pdf,1986,Singapore,Asia,1,222,2664,103.853651,1.325215,1,1,0,0,2
DE_734.pdf,1986,Singapore,Asia,1,222,2665,103.720783,1.334375,1,1,0,0,2
DE_14857.pd,2005,Singapore,Asia,1,222,2666,103.7828,1.2951,1,0,1,0,2
DE_1787.pdf,1992,Somalia,Africa,1,226,2691,43.65,3.11,0,1,1,0,2
DE_1787.pdf,1993,Somalia,Africa,1,226,2691,43.65,3.11,0,1,1,0,2
DE_1787.pdf,1992,Somalia,Africa,1,226,2692,45.36,2.06,0,1,1,0,2
DE_1787.pdf,1993,Somalia,Africa,1,226,2692,45.36,2.06,0,1,1,0,2
DE_1787.pdf,1992,Somalia,Africa,1,226,2694,42.28,2.33,0,1,1,0,2
DE_1787.pdf,1993,Somalia,Africa,1,226,2694,42.28,2.33,0,1,1,0,2
DE_1787.pdf,1992,Somalia,Africa,1,226,2696,42.53,-0.36,0,1,1,0,2
DE_1787.pdf,1993,Somalia,Africa,1,226,2696,42.53,-0.36,0,1,1,0,2
DE_279.pdf,1985,Somalia,Africa,1,226,2705,44.06,9.58,0,1,0,0,1
DE_279.pdf,1986,Somalia,Africa,1,226,2705,44.06,9.58,0,1,0,0,1
DE_279.pdf,1987,Somalia,Africa,1,226,2705,44.06,9.58,0,1,0,0,1
DE_16124.pd,1978,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,0,0,1,1
DE_16124.pd,1979,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,0,0,1,1
DE_16124.pd,1980,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,0,0,1,1
DE_4784.pdf,1981,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,0,1,2
DE_16124.pd,1982,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,0,1,2
DE_16124.pd,1983,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_16124.pd,1984,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_16124.pd,1985,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_16124.pd,1986,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_16124.pd,1987,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_16124.pd,1988,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,0,1,1,1,3
DE_4956.pdf,1989,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
DE_4956.pdf,1990,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
DE_4956.pdf,1991,Sri Lanka,Asia,0,231,-999,80.700308,7.624006,1,1,1,1,4
