SOURCE,YEAR,COUNTR,REGION,ADMIN_LEVEL,GAUL_AD0,GAUL_AD1,X,Y,DEN1,DEN2,DEN3,DEN4,N_TYPES
DE_16361.pd,1954,Thailand,Asia,1,240,2853,100.504418,13.748735,0,0,1,1,2
DE_16363.pd,1958,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
DE_16363.pd,1959,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
DE_16363.pd,1960,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
DE_16363.pd,1961,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,0,1,4
DE_16363.pd,1962,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,1,4
DE_16363.pd,1963,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,0,4
DE_2859.pdf,1964,Thailand,Asia,1,240,2853,100.504418,13.748735,1,1,1,1,4
DE_16364.pd,1965,Thailand,Asia,1,240,2853,100.504418,13.748735,0,1,1,0,4
DE_16364.pd,1966,Thailand,Asia,1,240,2853,100.504418,13.748735,1,0,1,0,4
DE_2170.pdf,1973,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1974,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1975,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1976,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1977,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1978,Thailand,Asia,1,240,2853,100.623779,13.770065,1,1,1,1,4
DE_4781.pdf,1979,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_2859.pdf,1980,Thailand,Asia,1,240,2853,100.670111,13.78,1,1,1,1,4
DE_4781.pdf,1981,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
DE_4781.pdf,1982,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1983,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
DE_2859.pdf,1984,Thailand,Asia,1,240,2853,100.670111,13.772399,1,1,1,1,4
DE_4781.pdf,1985,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1986,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_2781.pdf,1987,Thailand,Asia,1,240,2853,100.670111,13.86,1,1,1,1,4
DE_4781.pdf,1988,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1989,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1990,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1991,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1992,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1993,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4781.pdf,1994,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_4943.pdf,1995,Thailand,Asia,1,240,2853,100.670111,13.770065,1,1,1,1,4
DE_979.pdf,1996,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
DE_979.pdf,1997,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
DE_979.pdf,1998,Thailand,Asia,1,240,2853,100.634439,13.770065,1,1,1,1,4
DE_14862.pd,2005,India,Asia,1,115,70081,80.897004,26.846697,1,1,1,1,4
DE_14844.pd,2006,India,Asia,1,115,70081,80.897004,26.846697,1,1,1,1,4
DE_16130.pd,2007,Solomon Islands,Asia,0,1011444,-999,159.419358,-8.171604,0,0,0,1,1
EU448462,2007,Solomon Islands,Asia,0,1011444,-999,160.379982,-9.527583,0,0,0,1,1
JN575593,2008,Solomon Islands,Asia,0,1011444,-999,160.379982,-9.527583,0,0,0,1,1
DE_14659.pd,1995,Mexico,Americas,1,1006344,1006347,-90.517445,19.843904,1,0,0,0,1
DE_5032.pdf,1979,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1980,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1981,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1982,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1983,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1984,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1985,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1986,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1987,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1988,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_5032.pdf,1989,Mexico,Americas,1,1006344,1006348,-92.467724,16.486691,1,0,0,0,1
DE_16143.pd,2004,Colombia,Americas,1,57,952,-75.639883,2.539039,1,0,1,0,2
GU289913,1982,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,0,1,1
GQ868592,1986,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,0,0,2
DE_2942.pdf,1995,Colombia,Americas,1,57,954,-73.63,4.15,1,1,0,0,3
FJ189451,2001,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
FJ389909,2002,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
DE_16143.pd,2003,Colombia,Americas,1,57,954,-72.966151,3.906848,1,0,1,0,4
FJ502949,2004,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
DE_15237.pd,2005,Colombia,Americas,1,57,954,-72.966151,3.906848,0,0,1,0,4
JF804052,2006,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,1,1,4
JF804042,2007,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,1,1,0,4
HM030558,2009,Colombia,Americas,0,57,-999,-73.080462,3.906848,0,0,1,0,4
DE_16143.pd,2000,Colombia,Americas,1,57,955,-77.864387,1.554673,1,0,0,0,1
DE_15237.pd,2004,Colombia,Americas,1,57,956,-72.867552,7.941952,0,0,1,0,1
GQ868585,2005,Colombia,Americas,1,57,956,-72.867552,7.941952,0,1,1,1,3
GU131954,2006,Colombia,Americas,1,57,956,-72.867552,7.941952,1,0,1,0,4
DE_15237.pd,2002,Colombia,Americas,1,57,957,-75.886135,0.456651,0,0,1,0,1
DE_16143.pd,2004,Colombia,Americas,1,57,957,-75.886135,0.456651,1,0,1,0,2
DE_16143.pd,2005,Colombia,Americas,1,57,957,-75.886135,0.456651,1,0,1,0,2
DE_16143.pd,2002,Colombia,Americas,1,57,958,-75.690184,4.478227,1,0,0,0,1
DE_16143.pd,1996,Colombia,Americas,1,57,960,-81.69688102,12.57681908,1,0,0,0,1
DE_16143.pd,1998,Colombia,Americas,1,57,960,-81.69920863,12.57565528,1,0,0,0,1
DE_15237.pd,2003,Colombia,Americas,1,57,960,-81.554096,12.913145,0,0,1,0,2
DE_5035.pdf,1992,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,0,0,2
DE_14945.pd,1993,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
DE_14945.pd,1994,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
DE_14945.pd,1995,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
DE_14945.pd,1996,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,0,2
DE_16143.pd,1997,Colombia,Americas,1,57,961,-73.515,6.6754,1,1,0,1,3
DE_16143.pd,1998,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
DE_15001.pd,1999,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
DE_15001.pd,2000,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
DE_4832.pdf,2001,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
DE_15001.pd,2002,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,0,4
DE_15237.pd,2003,Colombia,Americas,1,57,961,-73.132768,7.137174,1,1,1,1,4
DE_15001.pd,2004,Colombia,Americas,1,57,961,-73.132768,7.1372,1,1,1,1,4
GQ868562,2005,Colombia,Americas,1,57,961,-73.515018,6.675388,1,0,0,0,4
DE_16309,2007,Colombia,Americas,1,57,961,-73.328247,6.757352,1,1,1,0,4
GQ868570,2008,Colombia,Americas,1,57,961,-73.515018,6.675388,1,0,0,0,4
DE_5035.pdf,1992,Colombia,Americas,1,57,963,-75.266174,4.044146,0,1,0,0,1
DE_320.pdf,1995,Colombia,Americas,1,57,963,-75.23,4.43,1,1,0,1,3
DE_320.pdf,1996,Colombia,Americas,1,57,963,-75.23,4.43,0,1,0,0,3
DE_320.pdf,1997,Colombia,Americas,1,57,963,-75.23,4.43,0,1,0,0,3
DE_16143.pd,1998,Colombia,Americas,1,57,963,-75.266174,4.044146,1,0,0,0,3
DE_16143.pd,2000,Colombia,Americas,1,57,963,-75.266174,4.044146,1,0,0,0,3
DE_15011.pd,2007,Colombia,Americas,1,57,963,-75.302,4.1292,0,1,0,0,3
DE_4967.pdf,2002,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
DE_4967.pdf,2003,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
DE_4967.pdf,2004,Colombia,Americas,1,57,964,-76.034378,4.027,1,1,1,1,4
DE_2219.pdf,1993,Comoros,Africa,1,58,967,44.436528,-12.218626,1,0,0,0,1
DE_2219.pdf,1993,Comoros,Africa,1,58,968,43.727883,-12.317412,1,0,0,0,1
DE_2219.pdf,1993,Comoros,Africa,1,58,969,43.342346,-11.661217,1,0,0,0,1
DE_16239.pd,2010,Comoros,Africa,0,58,-999,43.46,-11.7,0,0,1,0,2
DE_2521.pdf,1989,Cook Islands,Asia,1,60,980,-158.946809,-19.250497,1,0,0,0,1
DE_2521.pdf,1990,Cook Islands,Asia,1,60,980,-158.946809,-19.250497,1,0,0,0,1
JF804043,1991,Cook Islands,Asia,0,60,-999,-158.946809,-19.250497,0,0,1,0,2
DE_2932.pdf,1995,Cook Islands,Asia,1,60,980,-158.946809,-19.250497,0,0,1,0,2
DE_3013.pdf,1997,Cook Islands,Asia,1,60,980,-158.946809,-19.250497,0,1,0,0,3
DE_16130.pd,2008,Cook Islands,Asia,0,60,-999,-158.946809,-19.250497,1,0,1,0,3
DE_16219.pd,2009,Cook Islands,Asia,1,60,980,-158.946809,-19.250497,1,0,0,1,4
DE_15229.pd,2002,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
DE_15229.pd,2003,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
DE_15229.pd,2004,Costa Rica,Americas,1,61,981,-84.403981,9.980715,1,0,0,0,1
DE_2913.pdf,1993,Costa Rica,Americas,1,61,983,-85.395814,10.447636,1,0,0,0,1
DE_2919.pdf,1995,Costa Rica,Americas,1,61,983,-85.577449,10.262328,1,0,1,0,2
DE_2919.pdf,1996,Costa Rica,Americas,1,61,983,-85.577449,10.262328,1,0,1,0,2
DE_3164.pdf,1993,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1994,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1995,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1996,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1997,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1998,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3164.pdf,1999,Costa Rica,Americas,1,61,985,-83.160669,9.769723,1,0,1,0,2
DE_3223.pdf,2000,Costa Rica,Americas,1,61,985,-83.076325,9.960735,0,0,0,1,3
DE_2913.pdf,1993,Costa Rica,Americas,1,61,986,-83.727135,9.971,1,0,0,0,1
DE_3008.pdf,1997,Costa Rica,Americas,1,61,986,-84.830986,9.986213,0,0,1,0,2
DE_3182.pdf,1999,Costa Rica,Americas,1,61,986,-84.830986,9.986213,0,1,0,0,3
DE_15229.pd,2002,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
DE_15229.pd,2003,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
DE_15229.pd,2004,Costa Rica,Americas,1,61,986,-85.020404,9.887799,1,0,0,0,3
JF804039,1995,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,0,0,1,0,1
JF804030,2003,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,0,1,0,0,2
DE_16257.pd,2010,Costa Rica,Americas,0,61,-999,-84.198982,9.968778,1,1,1,0,3
DE_14742.pd,2001,Cuba,Americas,1,63,1009,-77.71,21.405317,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1009,-77.71,21.405317,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1010,-78.649897,21.982352,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1010,-78.649897,21.982352,0,0,1,0,1
DE_2409.pdf,1981,Cuba,Americas,1,63,1011,-80.39,22.24,1,1,0,0,2
DE_14742.pd,2001,Cuba,Americas,1,63,1011,-80.475232,22.23226,0,0,1,0,3
DE_14742.pd,2002,Cuba,Americas,1,63,1011,-80.475232,22.23226,0,0,1,0,3
DE_16176.pd,1977,Cuba,Americas,1,63,1012,-82.269321,23.136614,1,1,0,0,2
DE_2405.pdf,1981,Cuba,Americas,1,63,1012,-82.2693,23.136614,1,1,0,1,3
DE_5069.pdf,2000,Cuba,Americas,1,63,1012,-82.269321,23.072677,0,0,1,1,4
DE_5069.pdf,2001,Cuba,Americas,1,63,1012,-82.21,23.13,0,1,1,0,4
DE_4865.pdf,2002,Cuba,Americas,1,63,1012,-82.21,23.13,0,0,1,0,4
DE_16348,2006,Cuba,Americas,1,63,1012,-82.269321,23.101214,0,0,1,1,4
DE_14742.pd,2001,Cuba,Americas,1,63,1013,-76.926408,20.292381,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1013,-76.926408,20.292381,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1014,-74.913952,20.215483,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1014,-74.913952,20.215483,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1015,-75.887514,20.762234,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1015,-75.887514,20.762234,0,0,1,0,1
DE_16119.pd,2001,Cuba,Americas,1,63,1017,-82.116443,23.076122,0,0,1,0,1
DE_16119.pd,2002,Cuba,Americas,1,63,1017,-82.116443,23.076122,0,0,1,0,1
DE_15323.pd,2006,Cuba,Americas,1,63,1017,-82.482465,23.076122,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1018,-77.026092,21.019144,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1018,-77.026092,21.019144,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1019,-81.215756,22.613959,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1019,-81.215756,22.613959,0,0,1,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1020,-83.708998,22.447754,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1020,-83.708998,22.447754,0,0,1,0,1
FJ159150,1997,Cuba,Americas,0,63,-999,-79.015122,21.625128,0,1,0,0,1
DE_14742.pd,2001,Cuba,Americas,1,63,1021,-79.015122,21.971188,0,0,1,0,2
DE_14742.pd,2002,Cuba,Americas,1,63,1021,-79.015122,21.971188,0,0,1,0,2
FJ502987,2006,Cuba,Americas,0,63,-999,-79.015122,21.625128,0,0,0,1,3
DE_804.pdf,1977,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
DE_804.pdf,1978,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
DE_804.pdf,1979,Cuba,Americas,1,63,1022,-76.232365,20.330245,1,1,0,0,2
DE_14487.pd,1996,Cuba,Americas,1,63,1022,-76.232365,20.330245,0,1,0,0,2
DE_804.pdf,1997,Cuba,Americas,1,63,1022,-75.537962,20.330245,1,1,0,0,2
DE_804.pdf,1998,Cuba,Americas,1,63,1022,-76.232365,20.330245,0,1,0,0,2
DE_14742.pd,2001,Cuba,Americas,1,63,1022,-75.963466,20.191777,0,0,1,0,3
DE_14742.pd,2002,Cuba,Americas,1,63,1022,-75.963466,20.191777,0,0,1,0,3
DE_14742.pd,2001,Cuba,Americas,1,63,1023,-79.78,22.550148,0,0,1,0,1
DE_14742.pd,2002,Cuba,Americas,1,63,1023,-79.78,22.550148,0,0,1,0,1
DE_15385.pd,2009,Cote d'Ivoire,Africa,1,66,1039,-3.8676,6.09959,0,0,1,0,1
DE_4968.pdf,1988,Cote d'Ivoire,Africa,1,66,1044,-4.025917,5.33643,1,0,0,0,1
DE_2824.pdf,1998,Cote d'Ivoire,Africa,1,66,1044,-4.025917,5.33643,1,0,0,0,1
DE_16213.pd,2008,Cote d'Ivoire,Africa,1,66,1044,-3.983073,5.350274,0,1,1,0,3
DE_16218.pd,2009,Cote d'Ivoire,Africa,1,66,1044,-4.025917,5.33643,0,0,1,0,3
DE_4784.pdf,1980,Cote d'Ivoire,Africa,0,66,-999,-5.553934,7.623518,0,1,0,0,1
DE_16236.pd,2008,Cote d'Ivoire,Africa,0,66,-999,-5.553934,7.623518,0,0,1,0,2
DE_1639.pdf,1991,Djibouti,Africa,1,70,1095,85.333702,27.7004,1,1,0,0,2
DE_1639.pdf,1992,Djibouti,Africa,1,70,1095,85.333702,27.7004,1,1,0,0,2
FJ502917,1999,Djibouti,Africa,0,70,-999,42.580192,11.733839,0,1,0,0,1
DE_15490.pd,1981,Dominica,Americas,0,71,-999,-61.356225,15.427064,0,0,0,1,1
DE_16069.pd,1987,Dominica,Americas,0,71,-999,-61.356225,15.427064,0,0,0,1,1
MOH246,2001,Dominica,Americas,0,71,-999,-61.356225,15.427064,0,0,1,0,2
DE_15421.pd,2008,Dominica,Americas,0,71,-999,-61.356225,15.427064,0,1,0,0,3
MOH244,2009,Dominica,Americas,0,71,-999,-61.356225,15.427064,1,1,1,0,4
MOH245,2011,Dominica,Americas,0,71,-999,-61.356225,15.427064,1,1,1,1,4
DE_2163.pdf,2001,Dominican Republic,Americas,1,72,1112,-69.820955,18.51054,0,1,0,0,1
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1117,-68.654392,18.580681,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1117,-68.654392,18.580681,0,1,0,1,2
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1120,-70.631839,19.053875,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1120,-70.631839,19.053875,0,1,0,1,2
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1121,-69.967254,19.446206,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1121,-69.967254,19.446206,0,1,0,1,2
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1124,-70.372572,18.334835,0,1,0,0,1
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1124,-70.372572,18.334835,0,1,0,0,1
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1125,-70.794643,19.743633,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1125,-70.794643,19.743633,0,1,0,1,2
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1126,-70.390548,19.534464,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1126,-70.390548,19.534464,0,1,0,1,2
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1128,-70.207373,18.522269,0,1,0,0,1
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1128,-70.207373,18.522269,0,1,0,0,1
DE_5003.pdf,2003,Dominican Republic,Americas,1,72,1132,-70.90008,19.330603,0,1,0,1,2
DE_5003.pdf,2004,Dominican Republic,Americas,1,72,1132,-70.90008,19.330603,0,1,0,1,2
DE_14829.pd,2000,Ecuador,Americas,1,73,1137,-78.93455,-2.555962,0,0,1,0,1
DE_14469.pd,1988,Ecuador,Americas,1,73,1144,-80.017184,-2.118528,1,0,0,0,1
JF804054,1999,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,0,0,0,1,2
DE_16109.pd,2000,Ecuador,Americas,1,73,1144,-79.793952,-1.957932,1,1,1,1,4
DE_16109.pd,2001,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,0,4
DE_16109.pd,2002,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,0,4
DE_16109.pd,2003,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,0,4
DE_16109.pd,2004,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,0,4
DE_16120.pd,2005,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,1,4
MOH58,2006,Ecuador,Americas,1,73,1144,-79.793952,-2.118528,1,0,1,1,4
DE_16120.pd,2007,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,1,4
DE_16120.pd,2008,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,1,4
MOH57,2009,Ecuador,Americas,1,73,1144,-79.793952,-2.118528,1,0,1,1,4
DE_16120.pd,2010,Ecuador,Americas,1,73,1144,-79.793952,-2.21002,1,0,1,1,4
MOH56,2011,Ecuador,Americas,1,73,1144,-80.017184,-2.118528,1,0,0,0,4
DE_16309,2000,Ecuador,Americas,1,73,1147,-79.534149,-1.799059,0,1,0,0,1
MOH61,2006,Ecuador,Americas,1,73,1148,-80.14683,-0.748571,0,0,1,1,2
MOH60,2007,Ecuador,Americas,1,73,1148,-80.14683,-0.748571,1,0,0,0,3
DE_14924.pd,2001,Ecuador,Americas,1,73,1152,-76.883633,-1.709829,1,1,1,0,3
DE_14924.pd,2002,Ecuador,Americas,1,73,1152,-76.883633,-1.709829,1,1,1,0,3
DE_14924.pd,2003,Ecuador,Americas,1,73,1152,-76.883633,-1.709829,1,1,1,0,3
DE_14924.pd,2004,Ecuador,Americas,1,73,1152,-76.883633,-1.709829,1,1,1,0,3
DE_16120.pd,2005,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
DE_16120.pd,2006,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
DE_16120.pd,2007,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
DE_16120.pd,2008,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
DE_16120.pd,2009,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
DE_16120.pd,2010,Ecuador,Americas,1,73,1152,-78.002687,-1.482731,1,0,0,0,3
MOH62,2006,Ecuador,Americas,1,73,1153,-79.165727,-0.320512,0,0,0,1,1
DE_3228.pdf,2000,El Salvador,Americas,1,75,1186,-89.078032,14.143951,0,1,0,0,1
DE_3228.pdf,2000,El Salvador,Americas,1,75,1188,-89.373709,13.702397,0,1,0,0,1
DE_3268.pdf,2002,El Salvador,Americas,1,75,1188,-89.373709,13.702397,0,0,1,0,2
DE_15330.pd,2006,El Salvador,Americas,1,75,1188,-89.373709,13.702397,1,1,1,0,3
DE_3256.pdf,2002,El Salvador,Americas,1,75,1192,-88.253896,13.539642,0,0,0,1,1
DE_16275.pd,2011,El Salvador,Americas,1,75,1192,-88.253896,13.539642,1,1,1,1,4
DE_14457.pd,1983,El Salvador,Americas,1,75,1193,-89.179747,13.77121,0,0,0,1,1
DE_859.pdf,1995,El Salvador,Americas,1,75,1193,-89.187727,13.958724,0,0,1,1,2
DE_859.pdf,1998,El Salvador,Americas,1,75,1193,-89.187727,13.958724,0,0,1,0,2
DE_3228.pdf,2000,El Salvador,Americas,1,75,1193,-89.179747,13.958724,0,1,0,0,3
DE_3268.pdf,2002,El Salvador,Americas,1,75,1193,-89.179747,13.77121,0,0,1,0,3
DE_15185.pd,2004,El Salvador,Americas,1,75,1193,-89.222542,13.691441,0,1,0,1,3
DE_15185.pd,2005,El Salvador,Americas,1,75,1193,-89.222542,13.691441,0,1,0,1,3
DE_15330.pd,2006,El Salvador,Americas,1,75,1193,-89.179747,13.77121,0,1,1,1,3
DE_15185.pd,2007,El Salvador,Americas,1,75,1193,-89.222542,13.691441,0,1,0,1,3
FJ502896,2007,El Salvador,Americas,0,75,-999,-88.864278,13.728276,0,1,0,0,1
DE_16223.pd,2009,El Salvador,Americas,0,75,-999,-88.864278,13.728276,1,1,1,1,4
JX891665,2012,El Salvador,Americas,0,75,-999,-88.864278,13.728276,0,1,1,0,4
DE_3268.pdf,2002,El Salvador,Americas,1,75,1195,-89.535209,14.111059,0,0,1,0,1
DE_3228.pdf,2000,El Salvador,Americas,1,75,1196,-89.695297,13.694821,0,1,0,0,1
DE_3268.pdf,2002,El Salvador,Americas,1,75,1196,-89.695297,13.694821,0,0,1,0,2
DE_15330.pd,2006,El Salvador,Americas,1,75,1196,-89.695297,13.694821,1,1,1,0,3
DE_1613.pdf,1991,French Guiana,Americas,1,86,1271,-52.33,5.15,0,1,0,0,1
DE_1613.pdf,1992,French Guiana,Americas,1,86,1271,-52.33,5.15,0,1,0,0,1
DE_4927.pdf,1993,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,0,1,3
DE_4927.pdf,1994,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,0,1,3
DE_897.pdf,1995,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,0,1,3
DE_333.pdf,1997,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,1,0,4
DE_333.pdf,1998,French Guiana,Americas,1,86,1271,-52.32379,5.16378,1,1,1,0,4
DE_333.pdf,1999,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,1,0,4
DE_333.pdf,2000,French Guiana,Americas,1,86,1271,-52.32379,4.923358,1,1,1,0,4
DE_1926.pdf,2001,French Guiana,Americas,1,86,1271,-52.32379,5.48,1,1,1,0,4
DE_14569.pd,2004,French Guiana,Americas,1,86,1271,-52.3303,4.9346,1,0,1,0,4
DE_14650.pd,2005,French Guiana,Americas,1,86,1271,-51.8,4.9346,1,1,1,1,4
DE_16103.pd,2006,French Guiana,Americas,1,86,1271,-52.32379,4.923358,0,1,0,0,4
DE_16103.pd,2007,French Guiana,Americas,1,86,1271,-52.32379,4.923358,0,1,0,0,4
DE_16301,2013,French Guiana,Americas,1,86,1271,-52.602539,3.995781,1,1,1,1,4
MOH200,1985,French Guiana,Americas,0,86,-999,-53.234669,3.927455,0,0,1,0,1
MOH201,1989,French Guiana,Americas,0,86,-999,-53.234669,3.927455,0,0,1,0,1
MOH202,1990,French Guiana,Americas,0,86,-999,-53.234669,3.927455,0,0,1,0,1
DE_332.pdf,1991,French Guiana,Americas,0,86,-999,-53.234669,5.5,0,1,0,0,2
